Exp,AOI,Imp,Zero_Prop,Model,CRPS,RMSE,MAE
S8,GazeMO,Neu,0.7875647668393783,Logit_LMM,9.77719881509514e-4,0.0013715476195369754,0.0012165712242553813
S8,GazeMO,Neu,0.7875647668393783,Freq_HB,3.101254848365358e-4,0.001161388022793886,7.051821138991259e-4
S8,GazeMO,Ext,0.7046035805626598,Bayes_HB,3.284075441796382e-4,0.0010787338018749652,5.69397594710986e-4
S8,GazeMO,Ext,0.7046035805626598,Bayes_Beta,7.366687942012023e-4,0.0013838459861629585,0.0012059859762406319
S8,GazeMO,Ext,0.7046035805626598,Logit_LMM,9.845967411596505e-4,0.0014376645247267388,0.0012830005980158997
S8,GazeMO,Ext,0.7046035805626598,Freq_HB,4.1425981237679853e-4,0.0012309867567316887,8.065302528137487e-4
S8,GazeMO,Ope,0.7080103359173127,Bayes_HB,2.726445599908812e-4,8.591629274915397e-4,4.900746488812799e-4
S8,GazeMO,Ope,0.7080103359173127,Bayes_Beta,6.758755105937225e-4,0.0012133813270021753,0.0011103513426790762
S8,GazeMO,Ope,0.7080103359173127,Logit_LMM,9.310113960467372e-4,0.001283527822892742,0.0011856467598193824
S8,GazeMO,Ope,0.7080103359173127,Freq_HB,3.408562316387046e-4,0.0010012582566596854,7.473793811240156e-4
S8,GazeMO,Con,0.7897435897435897,Bayes_HB,2.544617405552101e-4,0.0010500595463693598,4.6616740178113595e-4
S8,GazeMO,Con,0.7897435897435897,Bayes_Beta,7.047454682836949e-4,0.0013731906581912236,0.0011528175463607789
S8,GazeMO,Con,0.7897435897435897,Logit_LMM,9.809035895843583e-4,0.0014110544617937626,0.0012237981264449057
S8,GazeMO,Con,0.7897435897435897,Freq_HB,3.196505889129647e-4,0.0011987065527839077,6.928172410854673e-4
S12,GazeGL,Agr,0.05793450881612091,Bayes_HB,0.003730388625342999,0.00945736856570316,0.005552548566930302
S12,GazeGL,Agr,0.05793450881612091,Bayes_Beta,0.0038622635459322485,0.009514973205720298,0.0058680913947363605
S12,GazeGL,Agr,0.05793450881612091,Logit_LMM,0.00382426408364704,0.009367730250866808,0.005777614333938451
S12,GazeGL,Agr,0.05793450881612091,Freq_HB,0.004138501321820431,0.010394389693411187,0.006111223286567844
S12,GazeGL,Neu,0.03426395939086294,Bayes_HB,0.003443951127857373,0.008177486776637002,0.005008120986270746
S12,GazeGL,Neu,0.03426395939086294,Bayes_Beta,0.003502811578172776,0.008193804422569981,0.005209186992814951
S12,GazeGL,Neu,0.03426395939086294,Logit_LMM,0.0035347012149261675,0.00825360879451612,0.005282944237597611
S12,GazeGL,Neu,0.03426395939086294,Freq_HB,0.003836566190692058,0.009115172703367681,0.005538473654304527
S12,GazeGL,Ext,0.041561712846347604,Bayes_HB,0.003735676611576952,0.00877093925052006,0.005508076903950288
S12,GazeGL,Ext,0.041561712846347604,Bayes_Beta,0.003808505640091088,0.0088120717908741885,0.005751579397862739
S12,GazeGL,Ext,0.041561712846347604,Logit_LMM,0.0038113935213736384,0.008748267279859726,0.005716873362351137
S12,GazeGL,Ext,0.041561712846347604,Freq_HB,0.00426327017828194,0.010051480415961322,0.00624272399935045
S12,GazeGL,Ope,0.03634085213032581,Bayes_HB,0.003569286003400979,0.00893419118258361,0.005307788152446012
S12,GazeGL,Ope,0.03634085213032581,Bayes_Beta,0.0036574030936568293,0.008940388084996077,0.0055506508095809525
